"city_state_id","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State.x","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","State.y","city_state.y","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","ori","pub_agency_name","state_abbr","region_name","division_name","population.x","agency_name","state_abb","population_1","group","x7","x8","x9","count_of_murder","population.y","Agency_Type.y"
"Sacramento,CA,City","Sacramento",3,7,92,166,274,867,297,2017,1,"CA","Sacramento,CA","City",268,1438,"Sacramento","CA","Sacramento ,CA","https://experience.arcgis.com/experience/cb5a65e7a67743778cd277c7e3761b5a","Agency RMS","Open Source",529172,NA,NA,"","","CA0340400","Sacramento","CA","West","Pacific",529172,"sacramento","CA",526670,"city 500,000 thru 999,999",NA,NA,NA,NA,NA,"City"
"Sacramento,CA,County","Sacramento",0,10,69,147,245,642,14,2017,1,"CA","Sacramento,CA","County",226,901,"Sacramento","CA","Sacramento ,CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",604738,NA,NA,"","","CA0340000","Sacramento","CA","West","Pacific",604738,"sacramento","CA",621675,"msa-county 100,000+",NA,NA,NA,NA,NA,"County"
"Salem,OR,City","Salem",0,2,10,31,79,431,58,2017,1,"OR","Salem,OR","City",43,568,"Salem","OR","Salem ,OR","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",178276,NA,NA,"","","OR0240200","Salem","OR","West","Pacific",178276,"salem","OR",147346,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Salt Lake City,UT,City","Salt Lake City",0,17,39,45,127,1035,173,2017,1,"UT","Salt Lake City,UT","City",101,1335,"Salt Lake City","UT","Salt Lake City ,UT","https://slcpd.com/open-data/crimestatistics/","Agency Aggregated","Open Source",206692,NA,NA,"","","UT0180300","Salt Lake City","UT","West","Mountain",206692,"salt lake city","UT",212675,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"San Angelo,TX,City","San Angelo",0,8,10,13,75,279,24,2017,1,"TX","San Angelo,TX","City",31,378,"San Angelo","TX","San Angelo ,TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",98642,NA,NA,"","","TX2260100","San Angelo","TX","South","West South Central",98642,"san angelo","TX",98996,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"San Antonio,TX,City","San Antonio",15,96,228,643,1171,5106,690,2017,1,"TX","San Antonio,TX","City",982,6967,"San Antonio","TX","San Antonio ,TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",1490047,NA,NA,"","","TXSPD0000","San Antonio","TX","South","West South Central",1490047,"san antonio","TX",1514448,"city 1,000,000+",NA,NA,NA,NA,NA,"City"
"San Diego,CA,City","San Diego",3,30,98,313,206,1305,475,2024,2,"CA","San Diego,CA","City",444,1986,"San Diego","CA","San Diego ,CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",1378349,NA,NA,"","","CA0371100","San Diego","CA","West","Pacific",1378349,"san diego","CA",1389024,"city 1,000,000+",NA,NA,NA,NA,NA,"City"
"San Diego,CA,County","San Diego",4,29,46,153,226,541,135,2017,1,"CA","San Diego,CA","County",232,902,"San Diego","CA","San Diego ,CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",519218,NA,NA,"See County Sheriff","","CA0370000","San Diego","CA","West","Pacific",519218,"san diego","CA",558533,"msa-county 100,000+",NA,NA,NA,NA,NA,"County"
"San Francisco,CA,City","San Francisco",6,45,241,232,433,3666,409,2017,1,"CA","San Francisco,CA","City",524,4508,"San Francisco","CA","San Francisco ,CA","https://www.sanfranciscopolice.org/stay-safe/crime-data/crime-dashboard","Agency Aggregated","Open Source",782846,NA,NA,"","","CA0380100","San Francisco","CA","West","Pacific",782846,"san francisco","CA",802856,"city 500,000 thru 999,999",NA,NA,NA,NA,NA,"City"
"San Jose,CA,City","San Jose",4,50,101,157,373,1194,877,2017,1,"CA","San Jose,CA","City",312,2444,"San Jose","CA","San Jose ,CA","https://www.sjpd.org/records/crime-stats-maps/police-dashboards","Agency Aggregated","Open Source",952530,NA,NA,"","","CA0431300","San Jose","CA","West","Pacific",952530,"san jose","CA",956840,"city 500,000 thru 999,999",NA,NA,NA,NA,NA,"City"
"San Marcos,TX,City","San Marcos",0,6,7,7,26,128,17,2017,1,"TX","San Marcos,TX","City",20,171,"San Marcos","TX","San Marcos ,TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",71413,NA,NA,"","","TX1050100","San Marcos","TX","South","West South Central",71413,"san marcos","TX",72722,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"San Rafael,CA,City","San Rafael",0,2,10,9,27,108,25,2017,1,"CA","San Rafael,CA","City",21,160,"San Rafael","CA","San Rafael ,CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",59400,NA,NA,"","","CA0210900","San Rafael","CA","West","Pacific",59400,"san rafael","CA",59037,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Santa Clara,CA,City","Santa Clara",0,4,3,10,44,235,30,2017,1,"CA","Santa Clara,CA","City",17,309,"Santa Clara","CA","Santa Clara ,CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",126452,NA,NA,"","","CA0431400","Santa Clara","CA","West","Pacific",126452,"santa clara","CA",131901,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Santa Cruz,CA,City","Santa Cruz",0,4,9,14,42,221,37,2017,1,"CA","Santa Cruz,CA","City",27,300,"Santa Cruz","CA","Santa Cruz ,CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",61754,NA,NA,"","","CA0440200","Santa Cruz","CA","West","Pacific",61754,"santa cruz","CA",61346,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Santa Fe,NM,City","Santa Fe",0,NA,2,NA,127,147,18,2017,1,"NM","Santa Fe,NM","City",2,292,"Santa Fe","NM","Santa Fe ,NM","https://santafenm.gov/police/police-criminal-investigations/police-crime-analyst","Agency Aggregated","Open Source",89657,NA,NA,"Inferred Jun - Dec 2020 from annual average","","NM0260100","Santa Fe","NM","West","Mountain",89657,"santa fe","NM",89652,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Santa Maria,CA,City","Santa Maria",0,8,9,16,28,108,54,2017,1,"CA","Santa Maria,CA","City",33,190,"Santa Maria","CA","Santa Maria ,CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",110056,NA,NA,"Inferred Aug - Oct 2019 & Feb 2021 from annual average","","CA0420400","Santa Maria","CA","West","Pacific",110317,"santa maria","CA",110056,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Santa Monica,CA,City","Santa Monica",0,3,14,29,52,281,22,2017,1,"CA","Santa Monica,CA","City",46,355,"Santa Monica","CA","Santa Monica ,CA","From Santa Monica PD","Agency Aggregated","Provided by Agency",88552,NA,NA,"","","CA0196500","Santa Monica","CA","West","Pacific",88552,"santa monica","CA",88948,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Santa Rosa,CA,City","Santa Rosa",0,6,8,52,41,192,39,2017,1,"CA","Santa Rosa,CA","City",66,272,"Santa Rosa","CA","Santa Rosa ,CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",176855,NA,NA,"","","CA0490500","Santa Rosa","CA","West","Pacific",176855,"santa rosa","CA",175147,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Sarasota,FL,County","Sarasota",0,2,6,28,62,308,22,2017,1,"FL","Sarasota,FL","County",36,392,"Sarasota","FL","Sarasota ,FL","https://www.sarasotasheriff.org/news/crime_crash_statistics/uniform_crime_reporting_statistics.php#revize_document_center_rz1986","Agency Aggregated","Open Source",294526,NA,NA,"","","FL0580000","Sarasota","FL","South","South Atlantic",294526,"sarasota","FL",302725,"msa-county 100,000+",NA,NA,NA,NA,NA,"County"
"Saratoga,NY,County","Saratoga",0,1,1,5,10,64,1,2017,1,"NY","Saratoga,NY","County",7,75,"Saratoga","NY","Saratoga ,NY","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",183036,NA,NA,"","","NY0450000","Saratoga","NY","Northeast","Middle Atlantic",183036,"saratoga","NY",187249,"msa-county 100,000+",NA,NA,NA,NA,NA,"County"
"Schaumburg,IL,City","Schaumburg",0,1,5,1,6,92,4,2017,1,"IL","Schaumburg,IL","City",7,102,"Schaumburg","IL","Schaumburg ,IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",75140,NA,NA,"Inferred Jan-Mar 2021 from annual average","","IL0162A00","Schaumburg","IL","Midwest","East North Central",75140,"schaumburg","IL",74882,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Schenectady,NY,City","Schenectady",0,4,6,28,32,118,23,2017,1,"NY","Schenectady,NY","City",38,173,"Schenectady","NY","Schenectady ,NY","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",68610,NA,NA,"","","NY0460100","Schenectady","NY","Northeast","Middle Atlantic",69035,"schenectady","NY",68610,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Scottsdale,AZ,City","Scottsdale",2,11,14,19,85,393,27,2017,1,"AZ","Scottsdale,AZ","City",46,505,"Scottsdale","AZ","Scottsdale ,AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",243644,NA,NA,"","","AZ0072500","Scottsdale","AZ","West","Mountain",243644,"scottsdale","AZ",245237,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Scranton,PA,City","Scranton",0,1,9,3,38,84,12,2017,1,"PA","Scranton,PA","City",13,134,"Scranton","PA","Scranton ,PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",75687,NA,NA,"","","PA0350400","Scranton","PA","Northeast","Middle Atlantic",75687,"scranton","PA",75683,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Seattle,WA,City","Seattle",2,33,114,181,673,2312,310,2017,1,"WA","Seattle,WA","City",330,3295,"Seattle","WA","Seattle ,WA","https://www.seattle.gov/police/information-and-data/data/crime-dashboard","Agency Aggregated","Open Source",753786,NA,NA,"","","WASPD0000","Seattle","WA","West","Pacific",753786,"seattle","WA",760058,"city 500,000 thru 999,999",NA,NA,NA,NA,NA,"City"
"Shawnee,KS,City","Shawnee",0,1,1,2,7,58,8,2017,1,"KS","Shawnee,KS","City",4,73,"Shawnee","KS","Shawnee ,KS","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",70089,NA,NA,"","","KS0460900","Shawnee","KS","Midwest","West North Central",70098,"shawnee","KS",70089,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Shelby Township,MI,City","Shelby Township",0,1,0,9,0,28,1,2020,5,"MI","Shelby Township,MI","City",10,29,"Shelby Township","MI","Shelby Township ,MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",79545,NA,NA,"","","MI5074000","Shelby Township","MI","Midwest","East North Central",79545,"shelby township","MI",79985,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Shelby,TN,County","Shelby",0,4,8,54,52,150,32,2017,1,"TN","Shelby,TN","County",66,234,"Shelby","TN","Shelby ,TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",136188,NA,NA,"","","TN0790000","Shelby","TN","South","East South Central",136188,"shelby","TN",135769,"msa-county 100,000+",NA,NA,NA,NA,NA,"County"
"Shreveport,LA,City","Shreveport",5,16,48,89,270,749,104,2017,1,"LA","Shreveport,LA","City",158,1123,"Shreveport","LA","Shreveport ,LA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",172292,NA,NA,"","","LA0090100","Shreveport","LA","South","West South Central",176906,"shreveport","LA",172292,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Simi Valley,CA,City","Simi Valley",0,0,1,11,31,128,8,2017,1,"CA","Simi Valley,CA","City",12,167,"Simi Valley","CA","Simi Valley ,CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",123443,NA,NA,"","","CA0560900","Simi Valley","CA","West","Pacific",123443,"simi valley","CA",124707,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Sioux City,IA,City","Sioux City",0,6,1,10,37,169,29,2017,1,"IA","Sioux City,IA","City",17,235,"Sioux City","IA","Sioux City ,IA","From IA","State UCR","Provided by Agency",85365,NA,NA,"","","IA0970100","Sioux City","IA","Midwest","West North Central",85365,"sioux city","IA",85708,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Sioux Falls,SD,City","Sioux Falls",1,9,12,46,41,291,66,2017,1,"SD","Sioux Falls,SD","City",68,398,"Sioux Falls","SD","Sioux Falls ,SD","https://sdcrime.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",206559,NA,NA,"","","SD0490200","Sioux Falls","SD","Midwest","West North Central",206559,"sioux falls","SD",170102,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Skokie,IL,City","Skokie",0,3,2,14,18,102,2,2017,1,"IL","Skokie,IL","City",19,122,"Skokie","IL","Skokie ,IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",64417,NA,NA,"","","IL0164A00","Skokie","IL","Midwest","East North Central",64417,"skokie","IL",64047,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Smith,TX,County","Smith",1,0,5,8,62,119,23,2017,1,"TX","Smith,TX","County",14,204,"Smith","TX","Smith ,TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",111489,NA,NA,"","","TX2120000","Smith","TX","South","West South Central",111489,"smith","TX",114593,"msa-county 100,000+",NA,NA,NA,NA,NA,"County"
"Smyrna,TN,City","Smyrna",0,4,8,5,9,93,11,2017,1,"TN","Smyrna,TN","City",17,113,"Smyrna","TN","Smyrna ,TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",58096,NA,NA,"","","TN0750200","Smyrna","TN","South","East South Central",58096,"smyrna","TN",58791,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Sonoma,CA,County","Sonoma",0,11,7,29,55,36,3,2017,1,"CA","Sonoma,CA","County",47,94,"Sonoma","CA","Sonoma ,CA","https://data.sonomacounty.ca.gov/Public-Safety/Sonoma-County-Sheriff-s-Office-Incident-Data/3rsj-iche/explore/query/SELECT%0A%20%20%60id%60%2C%0A%20%20%60agency_code%60%2C%0A%20%20%60agency%60%2C%0A%20%20%60incident_number%60%2C%0A%20%20%60date_time%60%2C%0A%20%20%60incident_type%60%2C%0A%20%20%60location_type%60%2C%0A%20%20%60city%60%2C%0A%20%20%60intersection%60%2C%0A%20%20%60location%60%2C%0A%20%20%60upload%60/page/filter","Agency RMS","Open Source",131522,NA,NA,"","","CA0490000","Sonoma","CA","West","Pacific",131522,"sonoma","CA",138566,"msa-county 100,000+",NA,NA,NA,NA,NA,"County"
"South Bend,IN,City","South Bend",0,5,42,29,126,248,52,2017,1,"IN","South Bend,IN","City",76,426,"South Bend","IN","South Bend ,IN","https://southbendin.gov/transparency-and-performance/police-transparency-hub/particrimes/","Agency Aggregated","Open Source",102999,NA,NA,"Inferred Apr-Nov 2021 from annual state total","","IN0710200","South Bend","IN","Midwest","East North Central",102999,"south bend","IN",103415,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"South Jordan,UT,City","South Jordan",0,0,0,1,27,106,15,2017,1,"UT","South Jordan,UT","City",1,148,"South Jordan","UT","South Jordan ,UT","https://bci.utah.gov/crime-in-utah-dashboards/","State UCR","Open Source",86444,NA,NA,"","","UT0181800","South Jordan","UT","West","Mountain",86444,"south jordan","UT",86846,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Southaven,MS,City","Southaven",3,2,4,2,22,126,3,2017,1,"MS","Southaven,MS","City",11,151,"Southaven","MS","Southaven ,MS","https://mscrimestats.dps.ms.gov/public/View/dispview.aspx","State UCR","Open Source",57135,NA,NA,"","","MS0170100","Southaven","MS","South","East South Central",57135,"southaven","MS",57537,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Southfield,MI,City","Southfield",0,1,5,12,29,135,37,2017,5,"MI","Southfield,MI","City",18,201,"Southfield","MI","Southfield ,MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",74960,NA,NA,"","","MI6375100","Southfield","MI","Midwest","East North Central",74960,"southfield","MI",75454,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Sparks,NV,City","Sparks",1,5,11,23,50,159,44,2017,1,"NV","Sparks,NV","City",40,253,"Sparks","NV","Sparks ,NV","https://nevadacrimestats.nv.gov/public/View/dispview.aspx","State UCR","Open Source",109403,NA,NA,"","","NV0160200","Sparks","NV","West","Mountain",109403,"sparks","NV",110807,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Spokane,WA,City","Spokane",1,17,35,80,190,851,167,2017,1,"WA","Spokane,WA","City",133,1208,"Spokane","WA","Spokane ,WA","https://my.spokanecity.org/police/","Agency RMS","Provided by Agency",230648,NA,NA,"","","WA0320400","Spokane","WA","West","Pacific",230648,"spokane","WA",229529,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Spotsylvania,VA,County","Spotsylvania",0,6,4,7,17,100,6,2017,1,"VA","Spotsylvania,VA","County",17,123,"Spotsylvania","VA","Spotsylvania ,VA","From VA","State UCR","Provided by State UCR Program",149957,NA,NA,"","","VA0880000","Spotsylvania","VA","South","South Atlantic",149957,"spotsylvania","VA",153892,"msa-county 100,000+",NA,NA,NA,NA,NA,"County"
"Spring Hill,TN,City","Spring Hill",0,0,0,8,5,30,1,2017,1,"TN","Spring Hill,TN","City",8,36,"Spring Hill","TN","Spring Hill ,TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",58200,NA,NA,"","","TN0600300","Spring Hill","TN","South","East South Central",58200,"spring hill","TN",39373,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Springfield,IL,City","Springfield",0,10,17,57,80,286,22,2017,1,"IL","Springfield,IL","City",84,388,"Springfield","IL","Springfield ,IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",112781,NA,NA,"","","IL0840200","Springfield","IL","Midwest","East North Central",112781,"springfield","IL",111965,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Springfield,OH,City","Springfield",1,4,9,14,88,202,35,2017,1,"OH","Springfield,OH","City",28,325,"Springfield","OH","Springfield ,OH","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",57866,NA,NA,"","","OH0120200","Springfield","OH","Midwest","East North Central",57866,"springfield","OH",57911,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"St Charles,MO,City","St Charles",0,4,0,6,50,123,13,2017,1,"MO","St Charles,MO","City",10,186,"St Charles","MO","St Charles ,MO","https://showmecrime.mo.gov/","State UCR","Open Source",71408,NA,NA,"","","MO0920300","St Charles","MO","Midwest","West North Central",71408,"st. charles","MO",72143,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"St Joseph,MO,City","St Joseph",0,5,11,16,41,290,65,2017,1,"MO","St Joseph,MO","City",32,396,"St Joseph","MO","St Joseph ,MO","https://showmecrime.mo.gov/","State UCR","Open Source",69925,NA,NA,"","","MO0110100","St Joseph","MO","Midwest","West North Central",69925,"st. joseph","MO",70139,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"St Louis,MO,City","St Louis",15,NA,NA,NA,NA,NA,NA,2017,1,"MO","St Louis,MO","City",15,0,"St Louis","MO","St Louis ,MO","https://showmecrime.mo.gov/","State UCR","Open Source",280108,NA,NA,"","","MOSPD0000","St Louis","MO","Midwest","West North Central",280108,"st. louis","MO",277294,"city 250,000 thru 499,999",NA,NA,NA,NA,NA,"City"
"St Louis,MO,County","St Louis",1,11,44,107,147,502,92,2017,1,"MO","St Louis,MO","County",163,741,"St Louis","MO","St Louis ,MO","https://showmecrime.mo.gov/","State UCR","Open Source",398969,NA,NA,"","","MO0950000","St Louis","MO","Midwest","West North Central",398969,"st. louis county pol dep","MO",402510,"msa-county 100,000+",NA,NA,NA,NA,NA,"County"
"St Mary's,MD,County","St Mary's",0,2,4,8,22,93,4,2017,1,"MD","St Mary's,MD","County",14,119,"St Mary's","MD","St Mary's ,MD","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",115684,NA,NA,"","","MD0190000","St Mary's","MD","South","South Atlantic",115684,"st. mary's","MD",117210,"msa-county 100,000+",NA,NA,NA,NA,NA,"County"
"St Peters,MO,City","St Peters",0,8,1,18,16,110,19,2017,1,"MO","St Peters,MO","City",27,145,"St Peters","MO","St Peters ,MO","https://showmecrime.mo.gov/","State UCR","Open Source",58937,NA,NA,"","","MO0920400","St Peters","MO","Midwest","West North Central",58937,"st. peters","MO",59993,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"St. Clair Shores,MI,City","St. Clair Shores",0,2,0,9,3,30,4,2021,11,"MI","St. Clair Shores,MI","City",11,37,"St. Clair Shores","MI","St. Clair Shores ,MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",57257,NA,NA,"","","MI5072200","St. Clair Shores","MI","Midwest","East North Central",57257,"st. clair shores","MI",57157,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"St. Cloud,MN,City","St. Cloud",0,4,6,10,26,174,23,2017,1,"MN","St. Cloud,MN","City",20,223,"St. Cloud","MN","St. Cloud ,MN","https://cde.state.mn.us/","State UCR","Open Source",69922,NA,NA,"","","MN0730400","St. Cloud","MN","Midwest","West North Central",69922,"st. cloud","MN",56509,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"St. Paul,MN,City","St. Paul",3,12,68,113,180,461,209,2017,1,"MN","St. Paul,MN","City",196,850,"St. Paul","MN","St. Paul ,MN","https://cde.state.mn.us/","State UCR","Open Source",300368,NA,NA,"","","MN0620900","St. Paul","MN","Midwest","West North Central",300368,"st. paul","MN",304051,"city 250,000 thru 499,999",NA,NA,NA,NA,NA,"City"
"Stafford,VA,County","Stafford",2,3,5,14,23,171,9,2017,1,"VA","Stafford,VA","County",24,203,"Stafford","VA","Stafford ,VA","From VA","State UCR","Provided by State UCR Program",166413,NA,NA,"","","VA0890000","Stafford","VA","South","South Atlantic",166413,"stafford","VA",169369,"msa-county 100,000+",NA,NA,NA,NA,NA,"County"
"Stamford,CT,City","Stamford",0,2,7,13,18,134,17,2017,1,"CT","Stamford,CT","City",22,169,"Stamford","CT","Stamford ,CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",136512,NA,NA,"","","CT0013500","Stamford","CT","Northeast","New England",136512,"stamford","CT",136483,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Stark,OH,County","Stark",0,2,3,7,46,99,8,2017,1,"OH","Stark,OH","County",12,153,"Stark","OH","Stark ,OH","From OH","State UCR","Provided by State UCR Program",117590,NA,NA,"","","OH0760000","Stark","OH","Midwest","East North Central",117590,"stark","OH",115327,"msa-county 100,000+",NA,NA,NA,NA,NA,"County"
"State College,PA,City","State College",0,0,0,3,3,27,0,2017,1,"PA","State College,PA","City",3,30,"State College","PA","State College ,PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",58532,NA,NA,"","","PA0140300","State College","PA","Northeast","Middle Atlantic",58532,"state college","PA",57580,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Sterling Heights,MI,City","Sterling Heights",0,1,3,9,8,73,15,2020,10,"MI","Sterling Heights,MI","City",13,96,"Sterling Heights","MI","Sterling Heights ,MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",131801,NA,NA,"","","MI5076500","Sterling Heights","MI","Midwest","East North Central",131801,"sterling heights","MI",133058,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Stockton,CA,City","Stockton",0,7,73,222,201,622,192,2017,1,"CA","Stockton,CA","City",302,1015,"Stockton","CA","Stockton ,CA","https://www.stocktonca.gov/services/police_department/police_news___information/statistical_reports.php#outer-629","Agency Aggregated","Open Source",322220,NA,NA,"","","CA0390500","Stockton","CA","West","Pacific",322220,"stockton","CA",319069,"city 250,000 thru 499,999",NA,NA,NA,NA,NA,"City"
"Stratford,CT,City","Stratford",0,2,5,1,9,54,9,2017,1,"CT","Stratford,CT","City",8,72,"Stratford","CT","Stratford ,CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",52596,NA,NA,"","","CT0013800","Stratford","CT","Northeast","New England",52596,"stratford","CT",52531,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Suffolk,VA,City","Suffolk",0,1,1,21,34,126,6,2017,1,"VA","Suffolk,VA","City",23,166,"Suffolk","VA","Suffolk ,VA","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",100598,NA,NA,"","","VA1270000","Suffolk","VA","South","South Atlantic",100598,"suffolk","VA",103506,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Sugar Land,TX,City","Sugar Land",0,0,2,1,17,97,6,2017,1,"TX","Sugar Land,TX","City",3,120,"Sugar Land","TX","Sugar Land ,TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",108718,NA,NA,"","","TX0790500","Sugar Land","TX","South","West South Central",108718,"sugar land","TX",107757,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Sunnyvale,CA,City","Sunnyvale",0,1,3,4,51,154,26,2017,1,"CA","Sunnyvale,CA","City",8,231,"Sunnyvale","CA","Sunnyvale ,CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",152031,NA,NA,"","","CA0431600","Sunnyvale","CA","West","Pacific",152031,"sunnyvale","CA",150893,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Surprise,AZ,City","Surprise",0,0,3,3,23,238,15,2017,1,"AZ","Surprise,AZ","City",6,276,"Surprise","AZ","Surprise ,AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",159346,NA,NA,"","","AZ0072700","Surprise","AZ","West","Mountain",159346,"surprise","AZ",163202,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
