"agency_name","state_name","crime_type","ytd_month_range","two_years_prior_full","previous_year_full","two_years_prior_previous_year_full_pct_change","two_years_prior_ytd","previous_year_ytd","current_year_ytd","two_years_prior_current_year_ytd_pct_change","previous_year_current_year_ytd_pct_change","population","number_of_agencies","last_updated"
"Saratoga Springs","Utah","theft","Jan - Nov 2025",222,307,38.2882882882883,204,285,196,-3.92156862745098,-31.2280701754386,56039,1,"2026-01-19 09:07:50 EST"
"Saratoga Springs","Utah","violent_crime","Jan - Nov 2025",56,53,-5.35714285714286,53,50,35,-33.9622641509434,-30,56039,1,"2026-01-19 09:07:50 EST"
"Sarpy County","Nebraska","aggravated_assault","Jan - Nov 2025",1,7,600,1,4,0,-100,-100,98019,1,"2026-01-19 09:07:50 EST"
"Sarpy County","Nebraska","burglary","Jan - Nov 2025",68,93,36.7647058823529,58,90,55,-5.17241379310345,-38.8888888888889,98019,1,"2026-01-19 09:07:50 EST"
"Sarpy County","Nebraska","motor_vehicle_theft","Jan - Nov 2025",127,90,-29.1338582677165,123,87,57,-53.6585365853659,-34.4827586206897,98019,1,"2026-01-19 09:07:50 EST"
"Sarpy County","Nebraska","murder","Jan - Nov 2025",1,1,0,1,1,0,-100,-100,98019,1,"2026-01-19 09:07:50 EST"
"Sarpy County","Nebraska","property_crime","Jan - Nov 2025",767,679,-11.4732724902216,706,631,488,-30.8781869688385,-22.662440570523,98019,1,"2026-01-19 09:07:50 EST"
"Sarpy County","Nebraska","rape","Jan - Nov 2025",18,15,-16.6666666666667,16,14,12,-25,-14.2857142857143,98019,1,"2026-01-19 09:07:50 EST"
"Sarpy County","Nebraska","robbery","Jan - Nov 2025",5,4,-20,4,4,4,0,0,98019,1,"2026-01-19 09:07:50 EST"
"Sarpy County","Nebraska","theft","Jan - Nov 2025",572,496,-13.2867132867133,525,454,376,-28.3809523809524,-17.1806167400881,98019,1,"2026-01-19 09:07:50 EST"
"Sarpy County","Nebraska","violent_crime","Jan - Nov 2025",25,27,8,22,23,16,-27.2727272727273,-30.4347826086957,98019,1,"2026-01-19 09:07:50 EST"
"Schaumburg","Illinois","aggravated_assault","Jan - Nov 2025",32,30,-6.25,28,27,23,-17.8571428571429,-14.8148148148148,75140,1,"2026-01-19 09:07:50 EST"
"Schaumburg","Illinois","burglary","Jan - Nov 2025",112,131,16.9642857142857,99,122,43,-56.5656565656566,-64.7540983606557,75140,1,"2026-01-19 09:07:50 EST"
"Schaumburg","Illinois","motor_vehicle_theft","Jan - Nov 2025",100,95,-5,91,86,49,-46.1538461538462,-43.0232558139535,75140,1,"2026-01-19 09:07:50 EST"
"Schaumburg","Illinois","murder","Jan - Nov 2025",2,0,-100,2,0,2,0,Inf,75140,1,"2026-01-19 09:07:50 EST"
"Schaumburg","Illinois","property_crime","Jan - Nov 2025",1555,1812,16.5273311897106,1406,1631,1106,-21.3371266002845,-32.1888412017167,75140,1,"2026-01-19 09:07:50 EST"
"Schaumburg","Illinois","rape","Jan - Nov 2025",26,21,-19.2307692307692,25,20,17,-32,-15,75140,1,"2026-01-19 09:07:50 EST"
"Schaumburg","Illinois","robbery","Jan - Nov 2025",19,19,0,16,18,9,-43.75,-50,75140,1,"2026-01-19 09:07:50 EST"
"Schaumburg","Illinois","theft","Jan - Nov 2025",1343,1586,18.0938198064036,1216,1423,1014,-16.6118421052632,-28.7420941672523,75140,1,"2026-01-19 09:07:50 EST"
"Schaumburg","Illinois","violent_crime","Jan - Nov 2025",79,70,-11.3924050632911,71,65,51,-28.169014084507,-21.5384615384615,75140,1,"2026-01-19 09:07:50 EST"
"Schenectady","New York","aggravated_assault","Jan - Nov 2025",342,329,-3.80116959064327,332,313,343,3.31325301204819,9.58466453674121,69035,1,"2026-01-19 09:07:50 EST"
"Schenectady","New York","burglary","Jan - Nov 2025",252,278,10.3174603174603,236,257,228,-3.38983050847458,-11.284046692607,69035,1,"2026-01-19 09:07:50 EST"
"Schenectady","New York","motor_vehicle_theft","Jan - Nov 2025",194,152,-21.6494845360825,183,136,96,-47.5409836065574,-29.4117647058824,69035,1,"2026-01-19 09:07:50 EST"
"Schenectady","New York","murder","Jan - Nov 2025",3,7,133.333333333333,3,7,6,100,-14.2857142857143,69035,1,"2026-01-19 09:07:50 EST"
"Schenectady","New York","property_crime","Jan - Nov 2025",2202,2169,-1.49863760217984,1991,2004,1780,-10.5976896032145,-11.1776447105788,69035,1,"2026-01-19 09:07:50 EST"
"Schenectady","New York","rape","Jan - Nov 2025",37,45,21.6216216216216,34,41,22,-35.2941176470588,-46.3414634146341,69035,1,"2026-01-19 09:07:50 EST"
"Schenectady","New York","robbery","Jan - Nov 2025",113,70,-38.0530973451327,100,63,93,-7,47.6190476190476,69035,1,"2026-01-19 09:07:50 EST"
"Schenectady","New York","theft","Jan - Nov 2025",1756,1739,-0.968109339407745,1572,1611,1456,-7.37913486005089,-9.62135319677219,69035,1,"2026-01-19 09:07:50 EST"
"Schenectady","New York","violent_crime","Jan - Nov 2025",495,451,-8.88888888888889,469,424,464,-1.06609808102345,9.43396226415094,69035,1,"2026-01-19 09:07:50 EST"
"Scottsdale","Arizona","aggravated_assault","Jan - Oct 2025",246,242,-1.6260162601626,211,197,219,3.7914691943128,11.1675126903553,243644,1,"2026-01-19 09:07:50 EST"
"Scottsdale","Arizona","burglary","Jan - Oct 2025",526,449,-14.638783269962,460,379,311,-32.3913043478261,-17.9419525065963,243644,1,"2026-01-19 09:07:50 EST"
"Scottsdale","Arizona","motor_vehicle_theft","Jan - Oct 2025",503,387,-23.0616302186879,437,330,224,-48.7414187643021,-32.1212121212121,243644,1,"2026-01-19 09:07:50 EST"
"Scottsdale","Arizona","murder","Jan - Oct 2025",2,1,-50,2,1,6,200,500,243644,1,"2026-01-19 09:07:50 EST"
"Scottsdale","Arizona","property_crime","Jan - Oct 2025",0,0,NA,0,0,0,NA,NA,243644,1,"2026-01-19 09:07:50 EST"
"Scottsdale","Arizona","rape","Jan - Oct 2025",94,83,-11.7021276595745,87,67,87,0,29.8507462686567,243644,1,"2026-01-19 09:07:50 EST"
"Scottsdale","Arizona","robbery","Jan - Oct 2025",63,54,-14.2857142857143,52,43,32,-38.4615384615385,-25.5813953488372,243644,1,"2026-01-19 09:07:50 EST"
"Scottsdale","Arizona","theft","Jan - Oct 2025",4357,3776,-13.3348634381455,3764,3122,3030,-19.5005313496281,-2.94682895579757,243644,1,"2026-01-19 09:07:50 EST"
"Scottsdale","Arizona","violent_crime","Jan - Oct 2025",0,0,NA,0,0,0,NA,NA,243644,1,"2026-01-19 09:07:50 EST"
"Scranton","Pennsylvania","aggravated_assault","Jan - Nov 2025",142,113,-20.4225352112676,131,104,127,-3.05343511450382,22.1153846153846,75687,1,"2026-01-19 09:07:50 EST"
"Scranton","Pennsylvania","burglary","Jan - Nov 2025",175,146,-16.5714285714286,156,137,133,-14.7435897435897,-2.91970802919708,75687,1,"2026-01-19 09:07:50 EST"
"Scranton","Pennsylvania","motor_vehicle_theft","Jan - Nov 2025",85,99,16.4705882352941,74,95,87,17.5675675675676,-8.42105263157895,75687,1,"2026-01-19 09:07:50 EST"
"Scranton","Pennsylvania","murder","Jan - Nov 2025",3,7,133.333333333333,3,6,1,-66.6666666666667,-83.3333333333333,75687,1,"2026-01-19 09:07:50 EST"
"Scranton","Pennsylvania","property_crime","Jan - Nov 2025",1076,1023,-4.92565055762082,995,947,920,-7.53768844221105,-2.85110876451954,75687,1,"2026-01-19 09:07:50 EST"
"Scranton","Pennsylvania","rape","Jan - Nov 2025",68,72,5.88235294117647,64,68,78,21.875,14.7058823529412,75687,1,"2026-01-19 09:07:50 EST"
"Scranton","Pennsylvania","robbery","Jan - Nov 2025",22,24,9.09090909090909,21,24,22,4.76190476190476,-8.33333333333333,75687,1,"2026-01-19 09:07:50 EST"
"Scranton","Pennsylvania","theft","Jan - Nov 2025",816,778,-4.65686274509804,765,715,700,-8.49673202614379,-2.0979020979021,75687,1,"2026-01-19 09:07:50 EST"
"Scranton","Pennsylvania","violent_crime","Jan - Nov 2025",235,216,-8.08510638297872,219,202,228,4.10958904109589,12.8712871287129,75687,1,"2026-01-19 09:07:50 EST"
"Seattle","Washington","aggravated_assault","Jan - Nov 2025",3284,3255,-0.883069427527406,3051,3013,2911,-4.58865945591609,-3.38533023564554,753786,1,"2026-01-19 09:07:50 EST"
"Seattle","Washington","burglary","Jan - Nov 2025",8559,8774,2.51197569809557,7795,8098,6805,-12.7004490057729,-15.9669054087429,753786,1,"2026-01-19 09:07:50 EST"
"Seattle","Washington","motor_vehicle_theft","Jan - Nov 2025",9187,7371,-19.7670621530423,8401,6827,5326,-36.6027853826925,-21.9862311410576,753786,1,"2026-01-19 09:07:50 EST"
"Seattle","Washington","murder","Jan - Nov 2025",64,54,-15.625,62,51,30,-51.6129032258064,-41.1764705882353,753786,1,"2026-01-19 09:07:50 EST"
"Seattle","Washington","property_crime","Jan - Nov 2025",40359,40242,-0.289898163978295,36928,36876,32714,-11.4113951473137,-11.286473587157,753786,1,"2026-01-19 09:07:50 EST"
"Seattle","Washington","rape","Jan - Nov 2025",313,350,11.8210862619808,296,314,349,17.9054054054054,11.1464968152866,753786,1,"2026-01-19 09:07:50 EST"
"Seattle","Washington","robbery","Jan - Nov 2025",1690,1697,0.414201183431953,1540,1563,1332,-13.5064935064935,-14.7792706333973,753786,1,"2026-01-19 09:07:50 EST"
"Seattle","Washington","theft","Jan - Nov 2025",22613,24097,6.56259673639057,20732,21951,20583,-0.718695736060197,-6.23206232062321,753786,1,"2026-01-19 09:07:50 EST"
"Seattle","Washington","violent_crime","Jan - Nov 2025",5351,5356,0.0934404784152495,4949,4941,4622,-6.60739543342089,-6.4561829589152,753786,1,"2026-01-19 09:07:50 EST"
"Shawnee","Kansas","aggravated_assault","Jan - Nov 2025",129,177,37.2093023255814,119,164,128,7.56302521008403,-21.9512195121951,70098,1,"2026-01-19 09:07:50 EST"
"Shawnee","Kansas","burglary","Jan - Nov 2025",104,154,48.0769230769231,96,57,144,50,152.631578947368,70098,1,"2026-01-19 09:07:50 EST"
"Shawnee","Kansas","motor_vehicle_theft","Jan - Nov 2025",167,140,-16.1676646706587,155,131,105,-32.258064516129,-19.8473282442748,70098,1,"2026-01-19 09:07:50 EST"
"Shawnee","Kansas","murder","Jan - Nov 2025",1,0,-100,0,0,0,NA,NA,70098,1,"2026-01-19 09:07:50 EST"
"Shawnee","Kansas","property_crime","Jan - Nov 2025",991,1244,25.5297679112008,897,1041,811,-9.58751393534002,-22.0941402497598,70098,1,"2026-01-19 09:07:50 EST"
"Shawnee","Kansas","rape","Jan - Nov 2025",16,13,-18.75,16,10,15,-6.25,50,70098,1,"2026-01-19 09:07:50 EST"
"Shawnee","Kansas","robbery","Jan - Nov 2025",7,4,-42.8571428571429,7,4,8,14.2857142857143,100,70098,1,"2026-01-19 09:07:50 EST"
"Shawnee","Kansas","theft","Jan - Nov 2025",720,950,31.9444444444444,646,853,562,-13.0030959752322,-34.1148886283705,70098,1,"2026-01-19 09:07:50 EST"
"Shawnee","Kansas","violent_crime","Jan - Nov 2025",153,194,26.797385620915,142,178,151,6.33802816901408,-15.1685393258427,70098,1,"2026-01-19 09:07:50 EST"
"Shelby County","Tennessee","aggravated_assault","Jan - Sep 2025",520,529,1.73076923076923,398,417,325,-18.3417085427136,-22.0623501199041,136188,1,"2026-01-19 09:07:50 EST"
"Shelby County","Tennessee","burglary","Jan - Sep 2025",427,346,-18.9695550351288,333,292,233,-30.03003003003,-20.2054794520548,136188,1,"2026-01-19 09:07:50 EST"
"Shelby County","Tennessee","motor_vehicle_theft","Jan - Sep 2025",796,757,-4.89949748743719,605,604,397,-34.3801652892562,-34.2715231788079,136188,1,"2026-01-19 09:07:50 EST"
"Shelby County","Tennessee","murder","Jan - Sep 2025",9,11,22.2222222222222,7,6,8,14.2857142857143,33.3333333333333,136188,1,"2026-01-19 09:07:50 EST"
"Shelby County","Tennessee","property_crime","Jan - Sep 2025",0,0,NA,0,0,0,NA,NA,136188,1,"2026-01-19 09:07:50 EST"
"Shelby County","Tennessee","rape","Jan - Sep 2025",35,43,22.8571428571429,25,33,21,-16,-36.3636363636364,136188,1,"2026-01-19 09:07:50 EST"
"Shelby County","Tennessee","robbery","Jan - Sep 2025",49,46,-6.12244897959184,41,28,23,-43.9024390243902,-17.8571428571429,136188,1,"2026-01-19 09:07:50 EST"
"Shelby County","Tennessee","theft","Jan - Sep 2025",1553,1560,0.450740502253702,1179,1119,892,-24.342663273961,-20.2859696157283,136188,1,"2026-01-19 09:07:50 EST"
"Shelby County","Tennessee","violent_crime","Jan - Sep 2025",0,0,NA,0,0,0,NA,NA,136188,1,"2026-01-19 09:07:50 EST"
"Shelby Township","Michigan","aggravated_assault","Jan - Nov 2025",80,94,17.5,71,90,87,22.5352112676056,-3.33333333333333,79545,1,"2026-01-19 09:07:50 EST"
"Shelby Township","Michigan","burglary","Jan - Nov 2025",38,37,-2.63157894736842,35,34,33,-5.71428571428571,-2.94117647058824,79545,1,"2026-01-19 09:07:50 EST"
"Shelby Township","Michigan","motor_vehicle_theft","Jan - Nov 2025",80,69,-13.75,78,65,35,-55.1282051282051,-46.1538461538462,79545,1,"2026-01-19 09:07:50 EST"
"Shelby Township","Michigan","murder","Jan - Nov 2025",4,0,-100,4,0,4,0,Inf,79545,1,"2026-01-19 09:07:50 EST"
"Shelby Township","Michigan","property_crime","Jan - Nov 2025",474,434,-8.43881856540084,452,402,370,-18.141592920354,-7.96019900497512,79545,1,"2026-01-19 09:07:50 EST"
"Shelby Township","Michigan","rape","Jan - Nov 2025",23,29,26.0869565217391,22,29,10,-54.5454545454545,-65.5172413793103,79545,1,"2026-01-19 09:07:50 EST"
"Shelby Township","Michigan","robbery","Jan - Nov 2025",9,5,-44.4444444444444,8,5,1,-87.5,-80,79545,1,"2026-01-19 09:07:50 EST"
"Shelby Township","Michigan","theft","Jan - Nov 2025",356,328,-7.86516853932584,339,303,302,-10.9144542772861,-0.33003300330033,79545,1,"2026-01-19 09:07:50 EST"
"Shelby Township","Michigan","violent_crime","Jan - Nov 2025",116,128,10.3448275862069,105,124,102,-2.85714285714286,-17.741935483871,79545,1,"2026-01-19 09:07:50 EST"
"Shreveport","Louisiana","aggravated_assault","Jan - Nov 2025",1685,1820,8.01186943620178,1610,1700,1599,-0.683229813664596,-5.94117647058824,176906,1,"2026-01-19 09:07:50 EST"
"Shreveport","Louisiana","burglary","Jan - Nov 2025",844,1379,63.3886255924171,781,1305,874,11.9078104993598,-33.0268199233716,176906,1,"2026-01-19 09:07:50 EST"
"Shreveport","Louisiana","motor_vehicle_theft","Jan - Nov 2025",1402,1023,-27.0328102710414,1305,942,852,-34.7126436781609,-9.55414012738854,176906,1,"2026-01-19 09:07:50 EST"
"Shreveport","Louisiana","murder","Jan - Nov 2025",54,47,-12.962962962963,54,42,35,-35.1851851851852,-16.6666666666667,176906,1,"2026-01-19 09:07:50 EST"
"Shreveport","Louisiana","property_crime","Jan - Nov 2025",5610,7029,25.2941176470588,5132,6537,5676,10.6001558846454,-13.1711794401101,176906,1,"2026-01-19 09:07:50 EST"
"Shreveport","Louisiana","rape","Jan - Nov 2025",60,149,148.333333333333,55,140,145,163.636363636364,3.57142857142857,176906,1,"2026-01-19 09:07:50 EST"
"Shreveport","Louisiana","robbery","Jan - Nov 2025",237,140,-40.9282700421941,219,125,93,-57.5342465753425,-25.6,176906,1,"2026-01-19 09:07:50 EST"
"Shreveport","Louisiana","theft","Jan - Nov 2025",3364,4627,37.5445897740785,3046,4290,3950,29.6782665791202,-7.92540792540793,176906,1,"2026-01-19 09:07:50 EST"
"Shreveport","Louisiana","violent_crime","Jan - Nov 2025",2036,2156,5.89390962671906,1938,2007,1872,-3.40557275541796,-6.72645739910314,176906,1,"2026-01-19 09:07:50 EST"
"Simi Valley","California","aggravated_assault","Jan - Nov 2025",101,109,7.92079207920792,91,103,89,-2.1978021978022,-13.5922330097087,123443,1,"2026-01-19 09:07:50 EST"
"Simi Valley","California","burglary","Jan - Nov 2025",178,155,-12.9213483146067,162,143,133,-17.9012345679012,-6.99300699300699,123443,1,"2026-01-19 09:07:50 EST"
"Simi Valley","California","motor_vehicle_theft","Jan - Nov 2025",101,106,4.95049504950495,87,102,104,19.5402298850575,1.96078431372549,123443,1,"2026-01-19 09:07:50 EST"
"Simi Valley","California","murder","Jan - Nov 2025",0,3,Inf,0,3,3,Inf,0,123443,1,"2026-01-19 09:07:50 EST"
"Simi Valley","California","property_crime","Jan - Nov 2025",1211,1158,-4.37654830718415,1118,1070,838,-25.0447227191413,-21.6822429906542,123443,1,"2026-01-19 09:07:50 EST"
"Simi Valley","California","rape","Jan - Nov 2025",29,21,-27.5862068965517,28,21,32,14.2857142857143,52.3809523809524,123443,1,"2026-01-19 09:07:50 EST"
"Simi Valley","California","robbery","Jan - Nov 2025",28,31,10.7142857142857,24,29,29,20.8333333333333,0,123443,1,"2026-01-19 09:07:50 EST"
"Simi Valley","California","theft","Jan - Nov 2025",932,897,-3.75536480686695,869,825,601,-30.8400460299194,-27.1515151515152,123443,1,"2026-01-19 09:07:50 EST"
"Simi Valley","California","violent_crime","Jan - Nov 2025",158,164,3.79746835443038,143,156,153,6.99300699300699,-1.92307692307692,123443,1,"2026-01-19 09:07:50 EST"
"Sioux City","Iowa","aggravated_assault","Jan - Nov 2025",331,319,-3.62537764350453,316,285,304,-3.79746835443038,6.66666666666667,85365,1,"2026-01-19 09:07:50 EST"
"Sioux City","Iowa","burglary","Jan - Nov 2025",435,407,-6.4367816091954,404,375,320,-20.7920792079208,-14.6666666666667,85365,1,"2026-01-19 09:07:50 EST"
"Sioux City","Iowa","motor_vehicle_theft","Jan - Nov 2025",285,253,-11.2280701754386,263,225,210,-20.1520912547529,-6.66666666666667,85365,1,"2026-01-19 09:07:50 EST"
"Sioux City","Iowa","murder","Jan - Nov 2025",7,3,-57.1428571428571,6,3,1,-83.3333333333333,-66.6666666666667,85365,1,"2026-01-19 09:07:50 EST"
"Sioux City","Iowa","property_crime","Jan - Nov 2025",3048,2852,-6.43044619422572,2801,2627,2276,-18.7433059621564,-13.3612485725162,85365,1,"2026-01-19 09:07:50 EST"
"Sioux City","Iowa","rape","Jan - Nov 2025",73,71,-2.73972602739726,68,65,39,-42.6470588235294,-40,85365,1,"2026-01-19 09:07:50 EST"
"Sioux City","Iowa","robbery","Jan - Nov 2025",80,81,1.25,71,70,50,-29.5774647887324,-28.5714285714286,85365,1,"2026-01-19 09:07:50 EST"
"Sioux City","Iowa","theft","Jan - Nov 2025",2328,2192,-5.84192439862543,2134,2027,1746,-18.1818181818182,-13.8628515046867,85365,1,"2026-01-19 09:07:50 EST"
"Sioux City","Iowa","violent_crime","Jan - Nov 2025",491,474,-3.46232179226069,461,423,394,-14.5336225596529,-6.85579196217494,85365,1,"2026-01-19 09:07:50 EST"
"Sioux Falls","South Dakota","aggravated_assault","Jan - Nov 2025",809,952,17.6761433868974,751,896,643,-14.3808255659121,-28.2366071428571,206559,1,"2026-01-19 09:07:50 EST"
"Sioux Falls","South Dakota","burglary","Jan - Nov 2025",609,653,7.22495894909688,567,609,478,-15.6966490299824,-21.5106732348112,206559,1,"2026-01-19 09:07:50 EST"
"Sioux Falls","South Dakota","motor_vehicle_theft","Jan - Nov 2025",1118,953,-14.7584973166369,1041,870,582,-44.0922190201729,-33.1034482758621,206559,1,"2026-01-19 09:07:50 EST"
"Sioux Falls","South Dakota","murder","Jan - Nov 2025",1,14,1300,1,12,5,400,-58.3333333333333,206559,1,"2026-01-19 09:07:50 EST"
"Sioux Falls","South Dakota","property_crime","Jan - Nov 2025",5527,6653,20.3727157590013,5128,6288,4805,-6.298751950078,-23.5846055979644,206559,1,"2026-01-19 09:07:50 EST"
"Sioux Falls","South Dakota","rape","Jan - Nov 2025",35,60,71.4285714285714,33,58,34,3.03030303030303,-41.3793103448276,206559,1,"2026-01-19 09:07:50 EST"
"Sioux Falls","South Dakota","robbery","Jan - Nov 2025",70,100,42.8571428571429,65,97,68,4.61538461538462,-29.8969072164948,206559,1,"2026-01-19 09:07:50 EST"
"Sioux Falls","South Dakota","theft","Jan - Nov 2025",3800,5047,32.8157894736842,3520,4809,3745,6.39204545454545,-22.1251819505095,206559,1,"2026-01-19 09:07:50 EST"
"Sioux Falls","South Dakota","violent_crime","Jan - Nov 2025",915,1126,23.0601092896175,850,1063,750,-11.7647058823529,-29.444967074318,206559,1,"2026-01-19 09:07:50 EST"
"Skokie","Illinois","aggravated_assault","Jan - Nov 2025",58,72,24.1379310344828,49,66,56,14.2857142857143,-15.1515151515152,64417,1,"2026-01-19 09:07:50 EST"
"Skokie","Illinois","burglary","Jan - Nov 2025",267,459,71.9101123595506,219,421,117,-46.5753424657534,-72.209026128266,64417,1,"2026-01-19 09:07:50 EST"
"Skokie","Illinois","motor_vehicle_theft","Jan - Nov 2025",268,198,-26.1194029850746,224,187,122,-45.5357142857143,-34.75935828877,64417,1,"2026-01-19 09:07:50 EST"
"Skokie","Illinois","murder","Jan - Nov 2025",0,0,NA,0,0,0,NA,NA,64417,1,"2026-01-19 09:07:50 EST"
"Skokie","Illinois","property_crime","Jan - Nov 2025",1720,1735,0.872093023255814,1530,1588,1533,0.196078431372549,-3.46347607052897,64417,1,"2026-01-19 09:07:50 EST"
"Skokie","Illinois","rape","Jan - Nov 2025",30,19,-36.6666666666667,29,19,17,-41.3793103448276,-10.5263157894737,64417,1,"2026-01-19 09:07:50 EST"
"Skokie","Illinois","robbery","Jan - Nov 2025",46,41,-10.8695652173913,40,40,20,-50,-50,64417,1,"2026-01-19 09:07:50 EST"
"Skokie","Illinois","theft","Jan - Nov 2025",1185,1078,-9.0295358649789,1087,980,1294,19.0432382704692,32.0408163265306,64417,1,"2026-01-19 09:07:50 EST"
"Skokie","Illinois","violent_crime","Jan - Nov 2025",134,132,-1.49253731343284,118,125,93,-21.1864406779661,-25.6,64417,1,"2026-01-19 09:07:50 EST"
"Smith County","Texas","aggravated_assault","Jan - Nov 2025",237,222,-6.32911392405063,210,201,208,-0.952380952380952,3.48258706467662,111489,1,"2026-01-19 09:07:50 EST"
"Smith County","Texas","burglary","Jan - Nov 2025",196,180,-8.16326530612245,181,150,123,-32.0441988950276,-18,111489,1,"2026-01-19 09:07:50 EST"
"Smith County","Texas","motor_vehicle_theft","Jan - Nov 2025",140,129,-7.85714285714286,131,121,88,-32.824427480916,-27.2727272727273,111489,1,"2026-01-19 09:07:50 EST"
"Smith County","Texas","murder","Jan - Nov 2025",2,7,250,2,6,3,50,-50,111489,1,"2026-01-19 09:07:50 EST"
"Smith County","Texas","property_crime","Jan - Nov 2025",777,797,2.57400257400257,721,720,629,-12.7600554785021,-12.6388888888889,111489,1,"2026-01-19 09:07:50 EST"
"Smith County","Texas","rape","Jan - Nov 2025",33,51,54.5454545454545,32,49,53,65.625,8.16326530612245,111489,1,"2026-01-19 09:07:50 EST"
"Smith County","Texas","robbery","Jan - Nov 2025",8,8,0,7,7,8,14.2857142857143,14.2857142857143,111489,1,"2026-01-19 09:07:50 EST"
"Smith County","Texas","theft","Jan - Nov 2025",441,488,10.6575963718821,409,449,418,2.20048899755501,-6.90423162583519,111489,1,"2026-01-19 09:07:50 EST"
"Smith County","Texas","violent_crime","Jan - Nov 2025",280,288,2.85714285714286,251,263,272,8.36653386454183,3.42205323193916,111489,1,"2026-01-19 09:07:50 EST"
"Smyrna","Tennessee","aggravated_assault","Jan - Nov 2025",122,127,4.0983606557377,111,121,150,35.1351351351351,23.9669421487603,58096,1,"2026-01-19 09:07:50 EST"
"Smyrna","Tennessee","burglary","Jan - Nov 2025",105,99,-5.71428571428571,90,89,77,-14.4444444444444,-13.4831460674157,58096,1,"2026-01-19 09:07:50 EST"
"Smyrna","Tennessee","motor_vehicle_theft","Jan - Nov 2025",237,213,-10.126582278481,222,201,118,-46.8468468468468,-41.2935323383085,58096,1,"2026-01-19 09:07:50 EST"
"Smyrna","Tennessee","murder","Jan - Nov 2025",0,1,Inf,0,1,0,NA,-100,58096,1,"2026-01-19 09:07:50 EST"
"Smyrna","Tennessee","property_crime","Jan - Nov 2025",1394,1449,3.9454806312769,1269,1364,1047,-17.4940898345154,-23.2404692082111,58096,1,"2026-01-19 09:07:50 EST"
"Smyrna","Tennessee","rape","Jan - Nov 2025",29,17,-41.3793103448276,27,16,26,-3.7037037037037,62.5,58096,1,"2026-01-19 09:07:50 EST"
"Smyrna","Tennessee","robbery","Jan - Nov 2025",18,20,11.1111111111111,16,17,17,6.25,0,58096,1,"2026-01-19 09:07:50 EST"
"Smyrna","Tennessee","theft","Jan - Nov 2025",1052,1137,8.07984790874525,957,1074,852,-10.9717868338558,-20.6703910614525,58096,1,"2026-01-19 09:07:50 EST"
"Smyrna","Tennessee","violent_crime","Jan - Nov 2025",169,165,-2.36686390532544,154,155,193,25.3246753246753,24.5161290322581,58096,1,"2026-01-19 09:07:50 EST"
"Somerville","Massachusetts","aggravated_assault","Jan - Oct 2025",162,149,-8.02469135802469,135,130,113,-16.2962962962963,-13.0769230769231,79513,1,"2026-01-19 09:07:50 EST"
"Somerville","Massachusetts","burglary","Jan - Oct 2025",171,237,38.5964912280702,129,211,110,-14.7286821705426,-47.8672985781991,79513,1,"2026-01-19 09:07:50 EST"
"Somerville","Massachusetts","motor_vehicle_theft","Jan - Oct 2025",164,106,-35.3658536585366,146,85,71,-51.3698630136986,-16.4705882352941,79513,1,"2026-01-19 09:07:50 EST"
"Somerville","Massachusetts","murder","Jan - Oct 2025",0,0,NA,0,0,0,NA,NA,79513,1,"2026-01-19 09:07:50 EST"
"Somerville","Massachusetts","property_crime","Jan - Oct 2025",0,0,NA,0,0,0,NA,NA,79513,1,"2026-01-19 09:07:50 EST"
"Somerville","Massachusetts","rape","Jan - Oct 2025",13,13,0,11,12,13,18.1818181818182,8.33333333333333,79513,1,"2026-01-19 09:07:50 EST"
"Somerville","Massachusetts","robbery","Jan - Oct 2025",22,20,-9.09090909090909,20,18,17,-15,-5.55555555555556,79513,1,"2026-01-19 09:07:50 EST"
"Somerville","Massachusetts","theft","Jan - Oct 2025",798,1049,31.453634085213,664,870,925,39.3072289156626,6.32183908045977,79513,1,"2026-01-19 09:07:50 EST"
"Somerville","Massachusetts","violent_crime","Jan - Oct 2025",0,0,NA,0,0,0,NA,NA,79513,1,"2026-01-19 09:07:50 EST"
"Sonoma County","California","aggravated_assault","Jan - Nov 2025",161,124,-22.9813664596273,152,117,120,-21.0526315789474,2.56410256410256,131522,1,"2026-01-19 09:07:50 EST"
"Sonoma County","California","burglary","Jan - Nov 2025",378,320,-15.3439153439153,341,285,230,-32.5513196480938,-19.2982456140351,131522,1,"2026-01-19 09:07:50 EST"
"Sonoma County","California","motor_vehicle_theft","Jan - Nov 2025",15,12,-20,13,12,7,-46.1538461538462,-41.6666666666667,131522,1,"2026-01-19 09:07:50 EST"
"Sonoma County","California","murder","Jan - Nov 2025",3,3,0,3,3,4,33.3333333333333,33.3333333333333,131522,1,"2026-01-19 09:07:50 EST"
"Sonoma County","California","property_crime","Jan - Nov 2025",784,708,-9.69387755102041,698,633,585,-16.189111747851,-7.58293838862559,131522,1,"2026-01-19 09:07:50 EST"
"Sonoma County","California","rape","Jan - Nov 2025",75,65,-13.3333333333333,70,63,65,-7.14285714285714,3.17460317460317,131522,1,"2026-01-19 09:07:50 EST"
"Sonoma County","California","robbery","Jan - Nov 2025",31,29,-6.45161290322581,26,29,17,-34.6153846153846,-41.3793103448276,131522,1,"2026-01-19 09:07:50 EST"
"Sonoma County","California","theft","Jan - Nov 2025",391,376,-3.83631713554987,344,336,348,1.16279069767442,3.57142857142857,131522,1,"2026-01-19 09:07:50 EST"
